154	428
155	434
155	441
156	332
156	371
157	214
157	304
158	79
158	403
159	107
159	174
160	146
160	218
161	117
161	294
162	428
162	481
163	57
163	278
164	178
164	0
165	241
165	338
166	171
166	198
167	239
167	499
168	79
168	423
169	380
169	443
170	237
170	416
171	166
171	302
172	133
172	289
173	151
173	339
174	159
174	248
175	221
175	233
176	57
176	92
177	16
177	326
178	19
178	164
179	36
179	479
180	445
180	450
181	98
181	233
182	337
182	497
183	387
183	417
184	58
184	235
185	49
185	311
186	356
186	476
187	253
187	348
188	55
188	328
189	93
189	496
190	52
190	426
191	73
191	486
192	39
192	92
193	119
193	480
194	38
194	197
195	78
195	228
196	95
196	200
197	64
197	194
198	166
198	426
199	418
199	456
200	196
200	408
201	53
201	319
202	396
202	417
203	205
203	283
204	401
204	453
205	24
205	203
206	89
206	402
207	318
207	470
208	258
208	368
209	412
209	472
210	127
210	405
211	140
211	468
212	256
212	367
213	255
213	361
214	157
214	284
215	121
215	461
216	435
216	489
217	47
217	473
218	160
218	245
219	356
219	458
220	76
220	447
221	175
221	491
222	86
222	362
223	294
223	324
224	69
224	124
225	4
225	51
226	71
226	265
227	117
227	236
228	195
228	475
229	262
229	270
230	5
230	128
231	91
231	111
232	383
232	462
233	175
233	181
234	285
234	398
235	16
235	184
236	227
236	494
237	170
237	480
238	242
238	299
239	167
239	442
240	51
240	376
241	165
241	338
242	238
242	492
243	65
243	96
244	48
244	385
245	218
245	327
246	329
246	483
247	392
247	445
248	174
248	317
249	279
249	384
250	145
250	455
251	17
251	75
252	309
252	355
253	141
253	187
254	114
254	460
255	213
255	298
256	212
256	343
257	392
257	451
258	208
258	459
259	279
259	336
260	144
260	430
261	42
261	458
262	229
262	286
263	150
263	334
264	281
264	333
265	116
265	226
266	307
266	431
267	34
267	378
268	105
268	325
269	114
269	462
270	229
270	378
271	85
271	152
272	319
272	419
273	68
273	432
274	131
274	466
275	402
275	437
276	31
276	99
277	290
277	308
278	163
278	479
279	249
279	259
280	99
280	118
281	264
281	382
282	49
282	383
283	14
283	203
284	90
284	214
285	44
285	234
286	38
286	262
287	138
287	465
288	350
288	381
289	70
289	172
290	277
290	364
291	334
291	436
292	424
292	442
293	341
293	357
294	161
294	223
295	1
295	420
296	306
296	467
297	68
297	111
298	255
298	397
299	60
299	238
300	360
300	457
301	452
301	487
302	17
302	171
303	32
303	52
304	157
304	468
305	84
305	482
306	296
306	407
307	266
307	409
308	277
308	494
309	20
309	252
310	23
310	77
311	185
311	323
312	86
312	379
313	143
313	322
314	344
314	481
315	113
315	375
316	63
316	488
317	248
317	352
318	60
318	207
319	201
319	272
320	385
320	422
321	342
321	370
322	11
322	313
323	88
323	311
324	223
324	407
325	268
325	369
326	142
326	177
327	245
327	369
328	188
328	341
329	246
329	359
330	148
330	429
331	14
331	335
332	69
332	156
333	264
333	395
334	263
334	291
335	331
335	432
336	103
336	259
337	182
337	411
338	165
338	241
339	173
339	429
340	54
340	56
341	293
341	328
342	321
342	410
343	94
343	256
344	314
344	345
345	28
345	344
346	437
346	444
347	41
347	439
348	27
348	187
349	7
349	464
350	46
350	288
351	58
351	401
352	122
352	317
353	120
353	474
354	435
354	451
355	35
355	252
356	186
356	219
357	55
357	293
358	102
358	422
359	84
359	329
360	300
360	493
361	74
361	213
362	147
362	222
363	81
363	393
364	290
364	406
365	423
365	488
366	45
366	152
367	129
367	212
368	47
368	208
369	325
369	327
370	110
370	321
371	156
371	415
372	39
372	140
373	35
373	436
374	77
374	447
375	134
375	315
376	240
376	440
377	386
377	419
378	267
378	270
379	312
379	412
380	169
380	420
381	288
381	477
382	72
382	281
383	232
383	282
384	249
384	448
385	244
385	320
386	377
386	450
387	20
387	183
388	80
388	433
389	126
389	129
390	6
390	459
391	13
391	112
392	247
392	257
393	363
393	446
394	10
394	469
395	333
395	411
396	202
396	471
397	105
397	298
398	234
398	453
399	12
399	410
400	9
400	43
401	204
401	351
402	206
402	275
403	158
403	497
404	108
404	153
405	22
405	210
406	364
406	414
407	306
407	324
408	200
408	465
409	307
409	431
410	342
410	399
411	337
411	395
412	209
412	379
413	444
413	460
414	45
414	406
415	97
415	371
416	34
416	170
417	183
417	202
418	119
418	199
419	272
419	377
420	295
420	380
421	112
421	149
422	320
422	358
423	168
423	365
424	9
424	292
425	104
425	136
426	190
426	198
427	148
427	457
428	154
428	162
429	330
429	339
430	62
430	260
431	266
431	409
432	273
432	335
433	83
433	388
434	15
434	155
435	216
435	354
436	291
436	373
437	275
437	346
438	139
438	485
439	347
439	471
440	376
440	456
441	106
441	155
442	239
442	292
443	127
443	169
444	346
444	413
445	180
445	247
446	81
446	393
447	220
447	374
448	115
448	384
449	12
449	483
450	180
450	386
451	257
451	354
452	61
452	301
453	204
453	398
454	71
454	133
455	250
455	464
456	199
456	440
457	300
457	427
458	219
458	261
459	258
459	390
460	254
460	413
461	123
461	215
462	232
462	269
463	29
463	492
464	349
464	455
465	287
465	408
466	139
466	274
467	56
467	296
468	211
468	304
469	394
469	484
470	1
470	207
471	396
471	439
472	147
472	209
473	72
473	217
474	104
474	353
475	122
475	228
476	109
476	186
477	132
477	381
478	82
478	93
479	179
479	278
480	193
480	237
481	162
481	314
482	305
482	498
483	246
483	449
484	137
484	469
485	63
485	438
486	18
486	191
487	125
487	301
488	316
488	365
489	59
489	216
490	89
490	151
491	221
491	495
492	242
492	463
493	142
493	360
494	236
494	308
495	64
495	491
496	96
496	189
497	182
497	403
498	110
498	482
499	100
499	167
0	145
0	164
